Run,GEO,Name,Chronological_Age_in_Hours,Median_Lifespan_in_Days,Median_Lifespan_in_Hours,Correction_Factor,Biological_Age_in_Hours,Biological_Age_Days,Corrected_Bio_Age_Days,Chronological_Age_Days,Strain,Treatment,AvgSpotLen,Instrument,LibraryLayout,LibrarySelection,RNA_interference,FUDR
SRR10189245,GSE138035,N2 + high glucose,24,8.25,198,1.8787878788,45.0909090909,1.8787878788,1.8787873346,1,N2,FUDR + high glucose,202,Illumina HiSeq 2500,PAIRED,cDNA,lpn-1 RNAi,
SRR8435683,GSE124994,fem-3(q20) IV,33,11.0833333333,265.9999999992,1.3984962406,46.15037594,1.9229323308,1.9229317369,1.375,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435684,GSE124994,fem-3(q20) IV,33,11.0833333333,265.9999999992,1.3984962406,46.15037594,1.9229323308,1.9229317369,1.375,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435685,GSE124994,fem-3(q20) IV,33,11.0833333333,265.9999999992,1.3984962406,46.15037594,1.9229323308,1.9229317369,1.375,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR5606851,PRJNA342407,N2 + ev,72,19.98,479.52,0.7757757758,55.8558558559,2.3273273273,2.3273260202,3,N2,FUDR,202,Illumina HiSeq 2500,PAIRED,RANDOM,Empty vector,FUDR
SRR5606852,PRJNA342407,N2 + ev,72,19.98,479.52,0.7757757758,55.8558558559,2.3273273273,2.3273260202,3,N2,FUDR,202,Illumina HiSeq 2500,PAIRED,RANDOM,Empty vector,FUDR
ERR1474694,E-MTAB-4866,eat-2(ad1116) + sfa-1(RNAi),72,19.71,473.04,0.7864028412,56.6210045662,2.3592085236,2.3592071339,3,eat-2(ad1116),FUDR,200,Illumina HiSeq 2500,PAIRED,size fractionation,sfa-1,FUDR
ERR1474695,E-MTAB-4866,eat-2(ad1116) + sfa-1(RNAi),72,19.71,473.04,0.7864028412,56.6210045662,2.3592085236,2.3592071339,3,eat-2(ad1116),FUDR,200,Illumina HiSeq 2500,PAIRED,size fractionation,sfa-1,FUDR
ERR1474696,E-MTAB-4866,eat-2(ad1116) + sfa-1(RNAi),72,19.71,473.04,0.7864028412,56.6210045662,2.3592085236,2.3592071339,3,eat-2(ad1116),FUDR,174,Illumina HiSeq 2500,PAIRED,size fractionation,sfa-1,FUDR
ERR1474697,E-MTAB-4866,eat-2(ad1116) + sfa-1(RNAi),72,19.71,473.04,0.7864028412,56.6210045662,2.3592085236,2.3592071339,3,eat-2(ad1116),FUDR,183,Illumina HiSeq 2500,PAIRED,size fractionation,sfa-1,FUDR
ERR1474702,E-MTAB-4866,N2 + sfa-1(RNAi),72,19.24,461.76,0.8056133056,58.0041580042,2.4168399168,2.416838365,3,N2,FUDR,200,Illumina HiSeq 2500,PAIRED,size fractionation,sfa-1,FUDR
ERR1474703,E-MTAB-4866,N2 + sfa-1(RNAi),72,19.24,461.76,0.8056133056,58.0041580042,2.4168399168,2.416838365,3,N2,FUDR,200,Illumina HiSeq 2500,PAIRED,size fractionation,sfa-1,FUDR
ERR1474704,E-MTAB-4866,N2 + sfa-1(RNAi),72,19.24,461.76,0.8056133056,58.0041580042,2.4168399168,2.416838365,3,N2,FUDR,172,Illumina HiSeq 2500,PAIRED,size fractionation,sfa-1,FUDR
ERR1474705,E-MTAB-4866,N2 + sfa-1(RNAi),72,19.24,461.76,0.8056133056,58.0041580042,2.4168399168,2.416838365,3,N2,FUDR,174,Illumina HiSeq 2500,PAIRED,size fractionation,sfa-1,FUDR
ERR1474698,E-MTAB-4866,N2,72,19.09,458.16,0.8119434259,58.4599266632,2.4358302776,2.4358286685,3,N2,FUDR,200,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
ERR1474699,E-MTAB-4866,N2,72,19.09,458.16,0.8119434259,58.4599266632,2.4358302776,2.4358286685,3,N2,FUDR,200,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
ERR1474700,E-MTAB-4866,N2,72,19.09,458.16,0.8119434259,58.4599266632,2.4358302776,2.4358286685,3,N2,FUDR,170,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
ERR1474701,E-MTAB-4866,N2,72,19.09,458.16,0.8119434259,58.4599266632,2.4358302776,2.4358286685,3,N2,FUDR,176,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
SRR8318595,GSE123862,mir-83 (n4638),96,25.4,609.6,0.6102362205,58.5826771654,2.4409448819,2.4409432569,4,mir-83 (n4638),FUDR,300,Illumina HiSeq 2500,PAIRED,cDNA,None,FUDR
SRR8318596,GSE123862,mir-83 (n4638),96,25.4,609.6,0.6102362205,58.5826771654,2.4409448819,2.4409432569,4,mir-83 (n4638),FUDR,300,Illumina HiSeq 2500,PAIRED,cDNA,None,FUDR
SRR5606855,PRJNA342407,eat-2(ad1116) + Y41e3.11(RNAi),72,18.08,433.92,0.857300885,61.7256637168,2.5719026549,2.5719005712,3,eat-2(ad1116),FUDR,202,Illumina HiSeq 2500,PAIRED,RANDOM,Y41e3.11,FUDR
SRR5606856,PRJNA342407,eat-2(ad1116) + Y41e3.11(RNAi),72,18.08,433.92,0.857300885,61.7256637168,2.5719026549,2.5719005712,3,eat-2(ad1116),FUDR,202,Illumina HiSeq 2500,PAIRED,RANDOM,Y41e3.11,FUDR
SRR8435692,GSE124994,gon-2(q388);gem-1(bc364),49,11.75,282,1.3191489362,64.6382978723,2.6932624113,2.6932597932,2.0416666667,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435693,GSE124994,gon-2(q388);gem-1(bc364),49,11.75,282,1.3191489362,64.6382978723,2.6932624113,2.6932597932,2.0416666667,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435694,GSE124994,gon-2(q388);gem-1(bc364),49,11.75,282,1.3191489362,64.6382978723,2.6932624113,2.6932597932,2.0416666667,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6983671,GSE112978,N2,96,23,552,0.6739130435,64.6956521739,2.6956521739,2.695649544,4,N2,None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6983672,GSE112978,N2,96,23,552,0.6739130435,64.6956521739,2.6956521739,2.695649544,4,N2,None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6983673,GSE112978,N2,96,23,552,0.6739130435,64.6956521739,2.6956521739,2.695649544,4,N2,None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435689,GSE124994,fem-3(q20) IV,49,11.0833333333,265.9999999992,1.3984962406,68.5263157897,2.8552631579,2.8552596177,2.0416666667,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435690,GSE124994,fem-3(q20) IV,49,11.0833333333,265.9999999992,1.3984962406,68.5263157897,2.8552631579,2.8552596177,2.0416666667,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435691,GSE124994,fem-3(q20) IV,49,11.0833333333,265.9999999992,1.3984962406,68.5263157897,2.8552631579,2.8552596177,2.0416666667,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR5188255,GSE93826,rrf-3(pk1436),72,15.5,,1,72,3,2.9999953784,3,rrf-3(pk1436),None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,
SRR5188256,GSE93826,rrf-3(pk1436),72,15.5,,1,72,3,2.9999953784,3,rrf-3(pk1436),None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,
SRR5188257,GSE93826,rrf-3(pk1436),72,15.5,,1,72,3,2.9999953784,3,rrf-3(pk1436),None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,
SRR8318591,GSE123862,N2,96,20,480,0.775,74.4,3.1,3.0999944531,4,N2,FUDR,300,Illumina HiSeq 2500,PAIRED,cDNA,None,FUDR
SRR8318592,GSE123862,N2,96,20,480,0.775,74.4,3.1,3.0999944531,4,N2,FUDR,300,Illumina HiSeq 2500,PAIRED,cDNA,None,FUDR
SRR8435698,GSE124994,gon-2(q388);gem-1(bc364),57,11.75,282,1.3191489362,75.1914893617,3.1329787234,3.1329728341,2.375,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435699,GSE124994,gon-2(q388);gem-1(bc364),57,11.75,282,1.3191489362,75.1914893617,3.1329787234,3.1329728341,2.375,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435695,GSE124994,fem-3(q20) IV,57,11.0833333333,265.9999999992,1.3984962406,79.7142857145,3.3214285714,3.3214203023,2.375,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435696,GSE124994,fem-3(q20) IV,57,11.0833333333,265.9999999992,1.3984962406,79.7142857145,3.3214285714,3.3214203023,2.375,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435697,GSE124994,fem-3(q20) IV,57,11.0833333333,265.9999999992,1.3984962406,79.7142857145,3.3214285714,3.3214203023,2.375,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR9674458,GSE134196,N2 + Y37A1B.5(RNAi),120,20.65,495.6,0.7506053269,90.0726392252,3.7530266344,3.7530089664,5,N2,None,50,Illumina HiSeq 2500,SINGLE,cDNA,Y37A1B.5,None
SRR9674459,GSE134196,N2 + Y37A1B.5(RNAi),120,20.65,495.6,0.7506053269,90.0726392252,3.7530266344,3.7530089664,5,N2,None,50,Illumina HiSeq 2500,SINGLE,cDNA,Y37A1B.5,None
SRR9674460,GSE134196,N2 + Y37A1B.5(RNAi),120,20.65,495.6,0.7506053269,90.0726392252,3.7530266344,3.7530089664,5,N2,None,50,Illumina HiSeq 2500,SINGLE,cDNA,Y37A1B.5,None
SRR9674455,GSE134196,N2 + ev,120,19.25,462,0.8051948052,96.6233766234,4.025974026,4.0259458375,5,N2,None,50,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,None
SRR9674456,GSE134196,N2 + ev,120,19.25,462,0.8051948052,96.6233766234,4.025974026,4.0259458375,5,N2,None,50,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,None
SRR9674457,GSE134196,N2 + ev,120,19.25,462,0.8051948052,96.6233766234,4.025974026,4.0259458375,5,N2,None,50,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,None
SRR8435657,GSE124994,gon-2(q388);gem-1(bc364),77,11.75,282,1.3191489362,101.5744680851,4.2322695035,4.2322296452,3.2083333333,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435658,GSE124994,gon-2(q388);gem-1(bc364),77,11.75,282,1.3191489362,101.5744680851,4.2322695035,4.2322296452,3.2083333333,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6949384,GSE112753,alg-2 (gk214),131,19.69,472.56,0.7872016252,103.1234128999,4.2968088708,4.2967645022,5.4583333333,alg-2 (gk214),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6949387,GSE112753,alg-2 (gk214),131,19.69,472.56,0.7872016252,103.1234128999,4.2968088708,4.2967645022,5.4583333333,alg-2 (gk214),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6949390,GSE112753,alg-2 (gk214),131,19.69,472.56,0.7872016252,103.1234128999,4.2968088708,4.2967645022,5.4583333333,alg-2 (gk214),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8187962,GSE122544,npr-8(ok1439)_P.aeruginosa,24,3.5,84,4.4285714286,106.2857142857,4.4285714286,4.428516301,1,npr-8(ok1439),24-hrs P. aeruginosa,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187963,GSE122544,npr-8(ok1439)_P.aeruginosa,24,3.5,84,4.4285714286,106.2857142857,4.4285714286,4.428516301,1,npr-8(ok1439),24-hrs P. aeruginosa,198,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187964,GSE122544,npr-8(ok1439)_P.aeruginosa,24,3.5,84,4.4285714286,106.2857142857,4.4285714286,4.428516301,1,npr-8(ok1439),24-hrs P. aeruginosa,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187965,GSE122544,npr-8(ok1439)_P.aeruginosa,24,3.5,84,4.4285714286,106.2857142857,4.4285714286,4.428516301,1,npr-8(ok1439),24-hrs P. aeruginosa,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187966,GSE122544,npr-8(ok1439)_P.aeruginosa,24,3.5,84,4.4285714286,106.2857142857,4.4285714286,4.428516301,1,npr-8(ok1439),24-hrs P. aeruginosa,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8435655,GSE124994,fem-3(q20) IV,77,11.0833333333,265.9999999992,1.3984962406,107.6842105266,4.4868421053,4.4867814671,3.2083333333,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435656,GSE124994,fem-3(q20) IV,77,11.0833333333,265.9999999992,1.3984962406,107.6842105266,4.4868421053,4.4867814671,3.2083333333,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8580020,GSE126585,N2_Empty vector,144,20,480,0.775,111.6,4.65,4.6499210144,6,N2,None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,None
SRR8580021,GSE126585,N2_anc1,144,20,480,0.775,111.6,4.65,4.6499210144,6,N2,None,51,Illumina HiSeq 2500,SINGLE,cDNA,anc-1,None
SRR8580022,GSE126585,N2_Empty vector,144,20,480,0.775,111.6,4.65,4.6499210144,6,N2,None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,None
SRR8580023,GSE126585,N2_anc1,144,20,480,0.775,111.6,4.65,4.6499210144,6,N2,None,51,Illumina HiSeq 2500,SINGLE,cDNA,anc-1,None
SRR8580024,GSE126585,N2_Empty vector,144,20,480,0.775,111.6,4.65,4.6499210144,6,N2,None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,None
SRR8580025,GSE126585,N2_anc1,144,20,480,0.775,111.6,4.65,4.6499210144,6,N2,None,51,Illumina HiSeq 2500,SINGLE,cDNA,anc-1,None
SRR2176165,GSE72232,N2,120,15.2,364.8,1.0197368421,122.3684210526,5.0986842105,5.0985237916,5,N2,None,76,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR2176169,GSE72232,N2,120,15.2,364.8,1.0197368421,122.3684210526,5.0986842105,5.0985237916,5,N2,None,76,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR2176173,GSE72232,N2,120,15.2,364.8,1.0197368421,122.3684210526,5.0986842105,5.0985237916,5,N2,None,76,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435661,GSE124994,gon-2(q388);gem-1(bc364),97,11.75,282,1.3191489362,127.9574468085,5.3315602837,5.3313310132,4.0416666667,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435662,GSE124994,gon-2(q388);gem-1(bc364),97,11.75,282,1.3191489362,127.9574468085,5.3315602837,5.3313310132,4.0416666667,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6949382,GSE112753,N2,131,15.06,361.44,1.0292164675,134.8273572377,5.6178065516,5.6174544442,5.4583333333,N2,None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6949385,GSE112753,N2,131,15.06,361.44,1.0292164675,134.8273572377,5.6178065516,5.6174544442,5.4583333333,N2,None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6949388,GSE112753,N2,131,15.06,361.44,1.0292164675,134.8273572377,5.6178065516,5.6174544442,5.4583333333,N2,None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435659,GSE124994,fem-3(q20) IV,97,11.0833333333,265.9999999992,1.3984962406,135.6541353388,5.6522556391,5.6518851467,4.0416666667,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435660,GSE124994,fem-3(q20) IV,97,11.0833333333,265.9999999992,1.3984962406,135.6541353388,5.6522556391,5.6518851467,4.0416666667,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR5188258,GSE93826,rrf-3(pk1436),144,15.5,,1,144,6,5.9993861436,6,rrf-3(pk1436),None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,
SRR5188259,GSE93826,rrf-3(pk1436),144,15.5,,1,144,6,5.9993861436,6,rrf-3(pk1436),None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,
SRR5188260,GSE93826,rrf-3(pk1436),144,15.5,,1,144,6,5.9993861436,6,rrf-3(pk1436),None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,
SRR6949383,GSE112753,alg-1 (gk214),131,11.69,280.56,1.3259195894,173.6954662104,7.2373110921,7.2340608724,5.4583333333,alg-1 (gk214),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6949386,GSE112753,alg-1 (gk214),131,11.69,280.56,1.3259195894,173.6954662104,7.2373110921,7.2340608724,5.4583333333,alg-1 (gk214),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6949389,GSE112753,alg-1 (gk214),131,11.69,280.56,1.3259195894,173.6954662104,7.2373110921,7.2340608724,5.4583333333,alg-1 (gk214),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8318597,GSE123862,mir-83 (n4638),288,25.4,609.6,0.6102362205,175.7480314961,7.3228346457,7.3192146322,12,mir-83 (n4638),FUDR,300,Illumina HiSeq 2500,PAIRED,cDNA,None,FUDR
SRR8318598,GSE123862,mir-83 (n4638),288,25.4,609.6,0.6102362205,175.7480314961,7.3228346457,7.3192146322,12,mir-83 (n4638),FUDR,300,Illumina HiSeq 2500,PAIRED,cDNA,None,FUDR
SRR8187957,GSE122544,N2_P.aeruginosa,24,2.1,50.4,7.380952381,177.1428571429,7.380952381,7.3770594739,1,N2,24-hrs P. aeruginosa,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187958,GSE122544,N2_P.aeruginosa,24,2.1,50.4,7.380952381,177.1428571429,7.380952381,7.3770594739,1,N2,24-hrs P. aeruginosa,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187959,GSE122544,N2_P.aeruginosa,24,2.1,50.4,7.380952381,177.1428571429,7.380952381,7.3770594739,1,N2,24-hrs P. aeruginosa,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187960,GSE122544,N2_P.aeruginosa,24,2.1,50.4,7.380952381,177.1428571429,7.380952381,7.3770594739,1,N2,24-hrs P. aeruginosa,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8187961,GSE122544,N2_P.aeruginosa,24,2.1,50.4,7.380952381,177.1428571429,7.380952381,7.3770594739,1,N2,24-hrs P. aeruginosa,197,Illumina HiSeq 2500,PAIRED,cDNA,None,None
ERR1474664,E-MTAB-4866,eat-2(ad1116),360,26.5,636,0.5849056604,210.5660377358,8.7735849057,8.7541074902,15,eat-2(ad1116),FUDR,200,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
ERR1474665,E-MTAB-4866,eat-2(ad1116),360,26.5,636,0.5849056604,210.5660377358,8.7735849057,8.7541074902,15,eat-2(ad1116),FUDR,200,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
ERR1474666,E-MTAB-4866,eat-2(ad1116),360,26.5,636,0.5849056604,210.5660377358,8.7735849057,8.7541074902,15,eat-2(ad1116),FUDR,170,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
ERR1474667,E-MTAB-4866,eat-2(ad1116),360,26.5,636,0.5849056604,210.5660377358,8.7735849057,8.7541074902,15,eat-2(ad1116),FUDR,171,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
SRR2176167,GSE72232,mir-71(n4115),120,8.7,208.8,1.7816091954,213.7931034483,8.908045977,8.8855922036,5,mir-71(n4115),None,76,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR2176171,GSE72232,mir-71(n4115),120,8.7,208.8,1.7816091954,213.7931034483,8.908045977,8.8855922036,5,mir-71(n4115),None,76,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR2176175,GSE72232,mir-71(n4115),120,8.7,208.8,1.7816091954,213.7931034483,8.908045977,8.8855922036,5,mir-71(n4115),None,76,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR5188261,GSE93826,rrf-3(pk1436),216,15.5,,1,216,9,8.9752858699,9,rrf-3(pk1436),None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,
SRR5188262,GSE93826,rrf-3(pk1436),216,15.5,,1,216,9,8.9752858699,9,rrf-3(pk1436),None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,
SRR5188263,GSE93826,rrf-3(pk1436),216,15.5,,1,216,9,8.9752858699,9,rrf-3(pk1436),None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,
SRR8318593,GSE123862,N2,288,20,480,0.775,223.2,9.3,9.2664578169,12,N2,FUDR,300,Illumina HiSeq 2500,PAIRED,cDNA,None,FUDR
SRR8318594,GSE123862,N2,288,20,480,0.775,223.2,9.3,9.2664578169,12,N2,FUDR,300,Illumina HiSeq 2500,PAIRED,cDNA,None,FUDR
ERR1474668,E-MTAB-4866,eat-2(ad1116) + sfa-1(RNAi),360,19.71,473.04,0.7864028412,283.1050228311,11.796042618,11.5204622948,15,eat-2(ad1116),FUDR,200,Illumina HiSeq 2500,PAIRED,size fractionation,sfa-1,FUDR
ERR1474669,E-MTAB-4866,eat-2(ad1116) + sfa-1(RNAi),360,19.71,473.04,0.7864028412,283.1050228311,11.796042618,11.5204622948,15,eat-2(ad1116),FUDR,200,Illumina HiSeq 2500,PAIRED,size fractionation,sfa-1,FUDR
ERR1474670,E-MTAB-4866,eat-2(ad1116) + sfa-1(RNAi),360,19.71,473.04,0.7864028412,283.1050228311,11.796042618,11.5204622948,15,eat-2(ad1116),FUDR,169,Illumina HiSeq 2500,PAIRED,size fractionation,sfa-1,FUDR
ERR1474671,E-MTAB-4866,eat-2(ad1116) + sfa-1(RNAi),360,19.71,473.04,0.7864028412,283.1050228311,11.796042618,11.5204622948,15,eat-2(ad1116),FUDR,180,Illumina HiSeq 2500,PAIRED,size fractionation,sfa-1,FUDR
SRR8435665,GSE124994,gon-2(q388);gem-1(bc364),217,11.75,282,1.3191489362,286.2553191489,11.9273049645,11.6258090117,9.0416666667,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435666,GSE124994,gon-2(q388);gem-1(bc364),217,11.75,282,1.3191489362,286.2553191489,11.9273049645,11.6258090117,9.0416666667,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR5188237,GSE93826,rrf-3(pk1436),288,15.5,,1,288,12,11.6833916128,12,rrf-3(pk1436),None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,
SRR5188238,GSE93826,rrf-3(pk1436),288,15.5,,1,288,12,11.6833916128,12,rrf-3(pk1436),None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,
SRR5188239,GSE93826,rrf-3(pk1436),288,15.5,,1,288,12,11.6833916128,12,rrf-3(pk1436),None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,
ERR1474676,E-MTAB-4866,N2 + sfa-1(RNAi),360,19.24,461.76,0.8056133056,290.0207900208,12.0841995842,11.7493951458,15,N2,FUDR,200,Illumina HiSeq 2500,PAIRED,size fractionation,sfa-1,FUDR
ERR1474677,E-MTAB-4866,N2 + sfa-1(RNAi),360,19.24,461.76,0.8056133056,290.0207900208,12.0841995842,11.7493951458,15,N2,FUDR,200,Illumina HiSeq 2500,PAIRED,size fractionation,sfa-1,FUDR
ERR1474678,E-MTAB-4866,N2 + sfa-1(RNAi),360,19.24,461.76,0.8056133056,290.0207900208,12.0841995842,11.7493951458,15,N2,FUDR,172,Illumina HiSeq 2500,PAIRED,size fractionation,sfa-1,FUDR
ERR1474679,E-MTAB-4866,N2 + sfa-1(RNAi),360,19.24,461.76,0.8056133056,290.0207900208,12.0841995842,11.7493951458,15,N2,FUDR,164,Illumina HiSeq 2500,PAIRED,size fractionation,sfa-1,FUDR
ERR1474672,E-MTAB-4866,N2,360,19.09,458.16,0.8119434259,292.2996333159,12.1791513882,11.8229207451,15,N2,FUDR,200,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
ERR1474673,E-MTAB-4866,N2,360,19.09,458.16,0.8119434259,292.2996333159,12.1791513882,11.8229207451,15,N2,FUDR,200,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
ERR1474674,E-MTAB-4866,N2,360,19.09,458.16,0.8119434259,292.2996333159,12.1791513882,11.8229207451,15,N2,FUDR,172,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
ERR1474675,E-MTAB-4866,N2,360,19.09,458.16,0.8119434259,292.2996333159,12.1791513882,11.8229207451,15,N2,FUDR,169,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
SRR5481067,GSE98195,N2 + GNC,528,27.36,656.64,0.5665204678,299.1228070175,12.4634502924,12.0371612185,22,N2,GNC,302,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR5481068,GSE98195,N2 + GNC,528,27.36,656.64,0.5665204678,299.1228070175,12.4634502924,12.0371612185,22,N2,GNC,302,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR8435663,GSE124994,fem-3(q20) IV,217,11.0833333333,265.9999999992,1.3984962406,303.4736842114,12.6447368421,12.1690277494,9.0416666667,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435664,GSE124994,fem-3(q20) IV,217,11.0833333333,265.9999999992,1.3984962406,303.4736842114,12.6447368421,12.1690277494,9.0416666667,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR5188264,GSE93826,rrf-3(pk1436),360,15.5,,1,360,15,13.5601566074,15,rrf-3(pk1436),None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,
SRR5188265,GSE93826,rrf-3(pk1436),360,15.5,,1,360,15,13.5601566074,15,rrf-3(pk1436),None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,
SRR5188266,GSE93826,rrf-3(pk1436),360,15.5,,1,360,15,13.5601566074,15,rrf-3(pk1436),None,51,Illumina HiSeq 2500,SINGLE,cDNA,Empty vector,
ERR1474686,E-MTAB-4866,eat-2(ad1116),648,26.5,636,0.5849056604,379.0188679245,15.7924528302,13.9387793307,27,eat-2(ad1116),FUDR,156,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
ERR1474687,E-MTAB-4866,eat-2(ad1116),648,26.5,636,0.5849056604,379.0188679245,15.7924528302,13.9387793307,27,eat-2(ad1116),FUDR,169,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
ERR1474688,E-MTAB-4866,eat-2(ad1116),648,26.5,636,0.5849056604,379.0188679245,15.7924528302,13.9387793307,27,eat-2(ad1116),FUDR,169,Illumina HiSeq 2500,PAIRED,size fractionation,Empty vector,FUDR
